range_ThermalConductivity,wtd_gmean_ThermalConductivity,std_atomic_mass,wtd_gmean_Valence,wtd_entropy_ThermalConductivity,gmean_ElectronAffinity,mean_Density,wtd_mean_Valence,std_Density,wtd_range_Valence,critical_temp
399.97342,1.04992867725804,55.3076953283176,2.06287102824422,0.193112444394725,60.7214928257155,4428.85725,2.0763358778626,3226.53575365789,0.854961832061069,94.9
399.97342,24.9761022512614,56.763654304317,2.1192680453341,0.181288187746315,60.7214928257155,5093.10725,2.14285714285714,3580.10255446791,0.571428571428571,96.4
399.97342,0.963755464309224,49.4661352395412,1.95932193351547,0.204536835123306,57.156068335311,3388.70378,2.0,3322.16554395447,0.928571428571429,43.05
399.97342,1.11337876667155,54.8771367304272,2.06726625457099,0.189436170133218,60.7214928257155,4956.10725,2.08158508158508,3479.09164682503,0.822843822843823,89.75
399.97342,1.30019254196131,50.4249572386324,2.06346139644824,0.521630287786494,34.7356747059872,4033.4858,2.07704160246533,3207.25675766792,0.921417565485362,76.35
399.97342,1.08004381333862,55.3076953283176,2.06336223306145,0.193094133472035,60.7214928257155,4428.85725,2.07692307692308,3226.53575365789,0.846153846153846,92.15
399.97342,0.942454671401887,61.41206350532,2.27030583017637,0.762211350048506,32.7981780734071,4565.5715,2.41133333333333,3655.62414443752,1.03266666666667,48.4
399.97342,25.4325024130797,76.8179962097786,2.41003026665155,0.733214793853537,33.7005122489562,5710.23816666667,2.59375,4438.54485392268,0.53125,101.5
399.97342,19.3149271571732,76.8179962097786,2.41147403002728,0.825242677480404,33.7005122489562,5710.23816666667,2.59259259259259,4438.54485392268,0.444444444444444,100.5
399.97342,1.09629540931362,43.8233541228786,2.06336223306145,0.203148213514574,53.5279646494387,4235.85725,2.07692307692308,3194.93894591629,0.846153846153846,93.15
399.97342,1.09629540931362,43.8233541228786,2.06336223306145,0.203148213514574,53.5279646494387,4235.85725,2.07692307692308,3194.93894591629,0.846153846153846,92.11
399.97342,1.09629540931362,43.8233541228786,2.06336223306145,0.203148213514574,53.5279646494387,4235.85725,2.07692307692308,3194.93894591629,0.846153846153846,91.06
399.97342,1.0896765534934,39.2889017109667,2.06529380134206,0.210335694108673,47.8012551985561,4569.4858,2.07923076923077,2934.50846514481,1.07,90.88
399.97342,1.08309765884786,39.2889017109667,2.06722717781512,0.216655892495321,47.8012551985561,4569.4858,2.08153846153846,2934.50846514481,1.06307692307692,87.99
399.97342,1.07655848411245,39.2889017109667,2.06916236417334,0.222700347373993,47.8012551985561,4569.4858,2.08384615384615,2934.50846514481,1.05615384615385,83.71
399.97342,1.07005878947919,39.2889017109667,2.07109936211099,0.228593204166233,47.8012551985561,4569.4858,2.08615384615385,2934.50846514481,1.04923076923077,79.89
399.97342,1.06359833658797,39.2889017109667,2.07303817332395,0.234393237476333,47.8012551985561,4569.4858,2.08846153846154,2934.50846514481,1.04230769230769,78.49
399.97342,1.05717688851777,39.2889017109667,2.07497879950966,0.24013515939133,47.8012551985561,4569.4858,2.09076923076923,2934.50846514481,1.03538461538462,79.24
399.97342,1.05079420977796,39.2889017109667,2.07692124236717,0.245842101813413,47.8012551985561,4569.4858,2.09307692307692,2934.50846514481,1.02846153846154,76.91
399.97342,1.04445006629969,39.2889017109667,2.07886550359712,0.251530742245488,47.8012551985561,4569.4858,2.09538461538462,2934.50846514481,1.02153846153846,71.79
399.97342,1.02564652789226,39.2889017109667,2.08470921455181,0.26860197032936,47.8012551985561,4569.4858,2.10230769230769,2934.50846514481,1.00076923076923,65.64
399.97342,1.00110068212094,39.2889017109667,2.09252638982299,0.291662754657812,47.8012551985561,4569.4858,2.11153846153846,2934.50846514481,0.973076923076923,65.36
399.97342,0.971242797529871,39.2889017109667,2.10233909261516,0.321436973305118,47.8012551985561,4569.4858,2.12307692307692,2934.50846514481,0.938461538461538,63.31
399.97342,1.09629540931362,43.8233541228786,2.06336223306145,0.203148213514574,53.5279646494387,4235.85725,2.07692307692308,3194.93894591629,0.846153846153846,89.66
399.97342,1.09325369099667,39.4458745649529,2.06336223306145,0.223893213078248,26.1868243919949,4816.6858,2.07692307692308,3084.72934185263,1.07230769230769,78.21
399.97342,1.08719554907851,39.4458745649529,2.06336223306145,0.256414132802696,26.1868243919949,4816.6858,2.07692307692308,3084.72934185263,1.06307692307692,55.87
399.97342,1.08417907871144,39.4458745649529,2.06336223306145,0.271154158888176,26.1868243919949,4816.6858,2.07692307692308,3084.72934185263,1.05846153846154,47.02
399.97342,1.08117097766992,39.4458745649529,2.06336223306145,0.285292187283533,26.1868243919949,4816.6858,2.07692307692308,3084.72934185263,1.05384615384615,45.53
399.97342,1.07817122273288,39.4458745649529,2.06336223306145,0.298968437529605,26.1868243919949,4816.6858,2.07692307692308,3084.72934185263,1.04923076923077,46.18
399.97342,1.07219665861004,39.4458745649529,2.06336223306145,0.325275109604549,26.1868243919949,4816.6858,2.07692307692308,3084.72934185263,1.04,29.05
399.97342,17.8049970154867,66.7670712054258,2.54048876893044,0.450008707759628,55.6271536507856,5676.2858,2.775,3765.25960926024,1.175,62.94
399.97342,17.6450001413784,66.7670712054258,2.55339744833357,0.452268133544689,55.6271536507856,5676.2858,2.7875,3765.25960926024,1.1375,63.38
399.97342,17.4864410097028,66.7670712054258,2.5663717190536,0.453766316959387,55.6271536507856,5676.2858,2.8,3765.25960926024,1.1,55.28
399.97342,17.329306700812,66.7670712054258,2.57941191437179,0.454655690028822,55.6271536507856,5676.2858,2.8125,3765.25960926024,1.0625,50.09
399.97342,22.5425284888634,67.2338347072841,2.51486685936587,0.775872741939564,33.1487827641917,4584.2858,2.75,4004.27323147741,1.0,72.18
399.97342,22.2651727236711,64.786450287745,2.52764534924787,0.77778282203676,35.4397395157605,4844.5715,2.7625,3701.42945203533,1.2125,85.04
399.97342,21.9912294514706,64.786450287745,2.54048876893044,0.777868235138447,35.4397395157605,4844.5715,2.775,3701.42945203533,1.175,90.58
399.97342,21.4534129579186,64.786450287745,2.5663717190536,0.77582716614977,35.4397395157605,4844.5715,2.8,3701.42945203533,1.1,75.18
399.97342,21.1894573076077,64.786450287745,2.57941191437179,0.773996199987126,35.4397395157605,4844.5715,2.8125,3701.42945203533,1.0625,55.63
399.97342,20.9287492797366,64.786450287745,2.59251836926285,0.771700273130915,35.4397395157605,4844.5715,2.825,3701.42945203533,1.025,39.44
399.97342,7.32020107733435,66.7670712054258,2.52764534924787,0.370391652140583,55.6271536507856,5676.2858,2.7625,3765.25960926024,1.2125,8.01
399.97342,7.12462964584631,66.7670712054258,2.5663717190536,0.372144222288167,55.6271536507856,5676.2858,2.8,3765.25960926024,1.1,14.79
399.97342,7.06060725530486,66.7670712054258,2.57941191437179,0.370994584707639,55.6271536507856,5676.2858,2.8125,3765.25960926024,1.0625,14.96
399.97342,6.93428323268907,66.7670712054258,2.60569142040356,0.366762957256577,55.6271536507856,5676.2858,2.8375,3765.25960926024,0.9875,10.21
399.97342,30.8649053396524,65.3324084324954,2.34158501273037,0.603650341172183,41.2159164186701,6090.2858,2.38888888888889,4273.24692508244,0.611111111111111,28.575
399.97342,30.9493814119869,71.136264175214,2.36900166448494,0.635755316861507,40.4080272241202,6965.23816666667,2.42391304347826,4364.0471608302,0.728260869565217,36.48
399.97342,31.0698242382539,71.136264175214,2.40851528429841,0.670135364308077,40.4080272241202,6965.23816666667,2.47368421052632,4364.0471608302,0.578947368421053,39.87
399.97342,31.1083977223097,71.136264175214,2.42127606312976,0.680098231295169,40.4080272241202,6965.23816666667,2.48958333333333,4364.0471608302,0.572916666666667,39.785
399.97342,31.1462222948164,71.136264175214,2.43383926317432,0.689534580274337,40.4080272241202,6965.23816666667,2.50515463917526,4364.0471608302,0.567010309278351,36.585
399.97342,31.2554142189536,71.136264175214,2.47038667372372,0.715330629488754,40.4080272241202,6965.23816666667,2.55,4364.0471608302,0.55,41.26
